epoch,acc_epoch,train_loss,val_loss
0,0.9015586419753087,0.29111245,0.25998735
1,0.9114814814814814,0.20766567,0.2376443
2,0.9170679012345679,0.14409575,0.23368323
3,0.9211265432098765,0.22426555,0.21528912
4,0.9158950617283951,0.37695274,0.2276329
5,0.9228549382716049,0.4375335,0.21237934
6,0.9233796296296296,0.20037448,0.20626877
7,0.9177777777777778,0.21651375,0.22878695
8,0.9232098765432099,0.045064624,0.21619731
9,0.916033950617284,0.1553055,0.22983351
10,0.9208641975308642,0.13827972,0.21395987
11,0.9189197530864197,0.16195409,0.22083156
12,0.9181635802469136,0.31208834,0.22225168
13,0.9262654320987654,0.1385243,0.20579772
14,0.9170524691358025,0.15865692,0.22838633
15,0.9230864197530865,0.108050264,0.20849466
16,0.9204166666666667,0.1853331,0.21786882
17,0.9218518518518518,0.12668309,0.21309474
18,0.9210802469135803,0.1615283,0.21649136
19,0.9192283950617284,0.54195523,0.22329776
